Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,id,journal,author,doi,title,sci_cat,replic,hypo_tested,num_hyp,support,hyp1,hyp2,effect_size,clin_trial,prereg,prereg_link,data_state,open_data,animal,RCT,sig_level,sig_test,pval_sig,pval_type,rel_pval,sample_info,N,N_just
1,2/27/21 0:57,R_1Ljs5MtsKNNx0Ev,anonymous,EN,11,3,Panagodage Perera,10.1016/j.jsams.2019.05.013,"The incidence, prevalence, nature, severity and mechanisms of injury in elite female cricketers: A prospective cohort study",7,2,2,,,,,2,2,2,,2,,2,2,2,,,,,1,121,2
1,2/27/21 1:25,R_31a5j7pj5V5yl3n,anonymous,EN,11,3,Ekeland,10.1016/j.jsams.2018.07.011,Injuries among children and adults in alpine skiing and snowboarding,7,2,2,,,,,2,2,2,,2,,2,2,1,1,1,3,4,2,7695,2
1,2/27/21 1:44,R_2ZByczrUXFxbZIG,anonymous,EN,11,3,Bennett,10.1016/j.jsams.2018.12.011,Assessing the validity of a video-based decision-making assessment for talent identification in youth soccer,9,1,1,5,2,It was hypothesisedthat older players would have superior decision-making perfor-mances (i.e. a higher response accuracy and a faster responsetime) when compared with younger players.,"As hypoth-esised, the older players were faster at responding in eachsituation, when compared with their younger counterparts.However, response accuracy was similar in all developmentalstages.",1,2,2,,2,,2,2,1,1,1,3,4,1,387,2
1,2/28/21 3:11,R_3r3b1nJsLMKysRD,anonymous,EN,5,3,Suijkerbuijk,10.1016/j.jsams.2019.07.012,Functional polymorphisms within the inflammatory pathway regulate expression of extracellular matrix components in a genetic risk dependent model for anterior cruciate ligament injuries,1,2,1,1,4, Based on the a priori hypothesis it was proposed that the IL1B rs16944 CC and the IL6 rs1800795 GG downregulate the pro- duction of ECM components and should therefore be associated with an increased susceptibility to ligament injuries.,Unclear,2,2,2,,1,2,2,2,1,1,1,1,,1,401,1
1,2/28/21 3:24,R_eF1iNtfWaxtkfaV,anonymous,EN,5,3,Wu,10.1016/j.jsams.2019.07.009,Effects of acute aerobic and resistance exercise on executive function: An ERP study,6,2,1,2,1,both exercise modalities would result in superior shifting performance compared to the control condition (H1 ),The hypothesis that acute exercise would facil- itate cognitive performance (H1) was accepted. ,1,2,2,,1,1,2,2,1,1,1,3,4,1,35,1
1,2/28/21 3:35,R_Wpmkf5JTp3x9Fnj,anonymous,EN,5,3,Pryor,10.1016/j.jsams.2019.06.003,Exacerbated heat strain during consecutive days of repeated exercise sessions in heat,3,2,1,1,1,We hypothesized that physio- logical and perceptual heat strain would be greater during both the second exercise session (Bout 2) and second day (Day 2) of exercise compared to the first exercise session (Bout 1).,"Our findings revealed that participants achieved similar physiological heat strain in a shorter exercise duration during a subsequent exercise session the same day. Additionally, heat strain was greater during the second of two consecutive days of exercise",2,2,2,,2,,2,2,1,1,1,3,4,1,17,1
1,2/28/21 3:54,R_3ye1eUxUfawpEcN,anonymous,EN,5,3,Cigoja,10.1016/j.jsams.2019.06.015,Does increased midsole bending stiffness of sport shoes redistribute lower limb joint work during running?,5,2,1,2,1,It was hypothesized that the negative MTP joint work would decrease because increased MBS would limit the amount of MTP joint dorsi- flexion.,"The findings of this study suggest that increased MBS resulted in a redistribution of lower limb joint work, where significantly more positive work was performed at the MTP joint and less positive work was performed at the knee joint.",1,2,2,,2,,2,2,1,1,1,2,4,1,13,2
1,2/28/21 4:00,R_2AHhf6GHzwqsIM0,anonymous,EN,5,3,Rogers,10.1016/j.jsams.2019.06.004,Tattoos do not affect exercise-induced localised sweat rate or sodium concentration,2,2,1,2,,"We hypothesised that sweat samples taken from tattooed skin would demonstrate compromised function (i.e. reduced sweat rates and increased [Na+]) compared to contralateral non-tattooed skin sam- ples, irrespective of the age of the tattoo, in keeping with previous reports using artificial sweat stimulation","Contrary to our hypothesis, results from the present study suggest that sweat rate and [Na+] do not differ between tattooed skin and contralateral non-tattooed skin.",2,2,2,,1,2,2,2,1,1,2,1,,1,22,2
1,3/1/21 9:04,R_1d6tkO9OlhfyPye,anonymous,EN,7,3,Davis,10.1016/j.jsams.2019.03.001,Mid-flight trunk flexion and extension altered segment and lower extremity joint movements and subsequent landing mechanics,5,2,1,3,1,It was hypothesized that both men andwomen would move their trunk COM backward and their pelvisand legs COM forward when they reached backward mid-flight.,"participantsmoved the upper body COM in the posterior direction and the pelvisCOM, legs COM, and the hip joint in the anterior direction from take-off to initial landing for the Backward condition",1,2,2,,2,,2,2,1,1,1,1,,1,41,1
1,3/1/21 9:14,R_bBJ9eZJHv6hpLot,anonymous,EN,7,3,Gauffin,10.1016/j.jsams.2019.07.004,Maintaining motivation and health among recreational runners: Panel study of factors associated with self-rated performance outcomes at competitions,9,2,2,,,,,1,2,2,,2,,2,2,1,1,1,1,,1,245,2
1,3/1/21 9:20,R_2CHPVAyz0CWruTD,anonymous,EN,7,3,Howe,10.1016/j.jsams.2019.02.008,Emotional intelligence and mood states impact on the stress response to a treadmill ultramarathon,8,2,1,1,3,it is hypothesised thatultramarathon runners with higher trait EI should display less of acortisol response compared to those with lower trait EI.,Con-trasting with the hypothesis and previous research21participantswith a higher trait EI displayed greater post-trial cortisol responseswhich may suggest the runners are able to push themselves to theirphysical limits and are better equipped at handling the emotionsthat accompany physical stress during a treadmill ultramarathon.,1,2,2,,2,,2,2,1,1,1,1,,1,12,2
1,3/1/21 9:30,R_25GvtTiw3uxCFUQ,anonymous,EN,7,3,Ruedl,10.1016/j.jsams.2018.09.234,Impact of listening to music while wearing a ski helmet on soundsource localization,6,2,1,1,1,We hypothesized that theaccuracy of sound localization diminishes with increasing soundlevel.,Increasing the sound level of music resulted in a decrease of correctscores by about 10 percent points per 10 dB,1,2,2,,2,,2,2,1,1,1,1,,1,20,2
1,3/1/21 10:13,R_3IVKL92wp5idrKC,anonymous,EN,5,3,Willis,10.1016/j.jsams.2019.05.001, Vascular and oxygenation responses of local ischemia and systemic hypoxia during arm cycling repeated sprints,3,2,1,3,1,"It was hypothesized (1) that repeated sprint arm cycling performance would have greater performance impairment with systemic hypoxia, BFR, and the combination due to limited convective oxygen delivery and greater vascular resistance;","The main findings indicated that (1) arm cycling performance is heavily impaired by systemic hypoxia conditions (number of sprints and total work) mainly due to decreased convective oxy- gen delivery (SpO2 , V.O2 )",1,2,2,,2,,2,2,1,1,1,3,4,1,16,2
1,3/1/21 10:32,R_1f2TfVmcTwFXqTT,anonymous,EN,5,3,Jaakkola,10.1016/j.jsams.2019.06.018,"Longitudinal associations among cardiorespiratory and muscular fitness, motor competence and objectively measured physical activity",10,2,2,,,,,1,2,2,,2,,2,2,1,1,1,2,4,1,491,2
1,3/2/21 5:59,R_22X2peDzKdrQUxi,anonymous,EN,11,3,Morente-Sánchez,10.1016/j.jsams.2019.05.010,"Attitudes, beliefs and knowledge related to doping in different categories of football players",10,2,1,1,2,"While the aim of this study was to discover andcompare attitudes, beliefs and knowledge about doping amongfootballers from the elite to under-18 categories, the hypothe-sis was that this sample of footballers would not be tolerantto doping,16although their beliefs and knowledge about dopingwould be improvable.","The present study suggested that, in general, the surveyed Span-ish football players were not tolerant of doping. However, theAMA and U18 groups were somewhat more permissive towardsthe use of banned substances than the other samples analyzed,while the ELI group was the least lenient one.",1,2,2,,2,,2,2,1,1,1,3,4,1,1324,1
1,3/2/21 6:10,R_A1HvKXOXPDllcC5,anonymous,EN,11,3,Jones,10.1016/j.jsams.2019.03.004,The prevalence of hand and wrist osteoarthritis in elite former cricket and rugby union players,7,2,2,,,,,1,2,2,,2,,2,2,1,1,1,2,2,1,267,2
1,3/2/21 6:26,R_3qP5nCXAMBI7X7R,anonymous,EN,11,3,Signetti,10.1016/j.jsams.2018.10.007,Modeling and simulation of the impact behavior of softpolymeric-foam-based back protectors for winter sports,10,2,2,,,,,1,2,2,,2,,2,2,2,,,,,3,,2
1,3/2/21 6:59,R_3PYqtR4OAivvtde,anonymous,EN,11,3,Kosik,10.1016/j.jsams.2019.05.005,Decreased dynamic balance and dorsiflexion range of motion in young and middle-aged adults with chronic ankle instability,6,2,1,2,2,We hypothesized middle-aged participants would havedecreased dynamic postural control and DF-ROM compared to theyounger-aged adults and participants with CAI will have decreaseddynamic postural control compared to the coper and healthy-control groups.,No significant Injury by Age interaction (p = 0.730) or Age main effect (p = 0.145) was observed for the WBLT. [...] In this study we found middle-aged adults performed worseon all three directions of the SEBT relative to young adults. Theseshorter reach distances suggest middle-aged adults have worsedynamic balance than young adults.,1,2,2,,2,,2,2,1,1,1,3,4,1,157,2
1,3/2/21 9:27,R_RJLVXTxR0VPQTYt,anonymous,EN,5,3,Verheul,10.1016/j.jsams.2019.07.006,Identifying generalised segmental acceleration patterns that contribute to ground reaction force features across different running tasks,5,2,2,,,,,2,2,2,,1,2,2,2,2,,,,,1,15,2
1,3/2/21 9:36,R_eXri3y5AbGHOYbT,anonymous,EN,7,3,Jones,10.1016/j.jsams.2019.03.004,The prevalence of hand and wrist osteoarthritis in elite former cricket and rugby union players,7,2,2,,,,,1,2,2,,2,,2,2,1,1,1,3,2,1,127,2
1,3/2/21 9:39,R_2fdEFE1HAuBbtPk,anonymous,EN,5,3,Telford,10.1016/j.jsams.2019.07.013,Drivers of adolescent adiposity: Evidence from the Australian LOOK study,10,2,2,,,,,1,2,2,,2,,2,2,1,1,1,3,4,1,556,2
1,3/2/21 9:43,R_XLMvJms2JG3JAgV,anonymous,EN,7,3,Morente-Sanchez,10.1016/j.jsams.2019.05.010,"Attitudes, beliefs and knowledge related to doping in different categories of football players",8,2,1,1,1,"the hypothesis was that this sample of footballers would not be tolerant to doping,16 although their beliefs and knowledge about doping would be improvable","The present study suggested that, in general, the surveyed Spanish football players were not tolerant of doping.",2,2,2,,2,,2,2,1,1,1,3,2,1,1324,2
1,3/2/21 9:54,R_AMRoGxPwd3oJwwV,anonymous,EN,5,3,Gardner,10.1016/j.jsams.2019.02.003,National Rugby League match scheduling and rate of concussion,7,2,2,,,,,2,2,2,,2,,2,2,1,1,1,1,,1,402,2
1,3/2/21 10:03,R_ctHucCcafY7Hq6Z,anonymous,EN,7,3,Signetti,10.1016/j.jsams.2018.10.007,Modeling and simulation of the impact behavior of softpolymeric-foam-based back protectors for winter sports,5,2,2,,,,,2,2,2,,2,,2,2,1,2,,,,3,,2
1,3/2/21 10:15,R_8e5h10tTm2u4BdT,anonymous,EN,7,3,Doering,10.1016/j.jsams.2019.03.009,Repeated muscle glycogen supercompensation with four days’ recovery between exhaustive exercise,2,2,1,1,1,We hypothesised that a 4-day duration of higher total CHO intake between trials would augment the capacity for glycogen storage enabling repeated muscle glycogen supercompensation and enhanced performance.,The main findings of this study were that: (1) repeated muscle glycogen supercompensation was achieved with consecutive 4 d periods of high CHO feeding; 3) successive glycogen supercompensation was accompanied by a large increase in exercise work capacity on each occasion.,1,2,2,,2,,2,2,1,1,1,1,,1,7,2
1,3/3/21 6:19,R_2TFzkFxdbdDEEXi,anonymous,EN,7,3,Omassoli,10.1016/j.jsams.2019.04.010,Variation in renal responses to exercise in the heat with progressive acclimatisation,2,2,1,1,2,"we hypothesized thatAKI from exercise in the heat would associate with elevated lev-els of these neurohumoral and inflammatory markers, relative tobouts with no AKI (nAKI).","Our results show that AKI is prevalent in unacclimatisedvolunteers performing standardized bouts of exercise-heat stressat baseline, but is almost entirely absent after the first week of HAhas been achieved.",2,2,2,,2,,2,2,1,1,1,3,2,1,20,2
1,3/3/21 6:26,R_1K2cyP3OZLa8unz,anonymous,EN,7,3,Rowlands,10.1016/j.jsams.2019.06.016,"A data-driven, meaningful, easy to interpret, standardised accelerometer outcome variable for global surveillance",10,2,2,,,,,2,2,2,,2,,2,2,2,,,,,2,4242,2
1,3/3/21 9:10,R_C7Y94Y3TBhFd6Dv,anonymous,EN,5,3,Marston,10.1016/j.jsams.2019.06.013,Resistance training enhances delayed memory in healthy middle-aged and older adults: A randomised controlled trial,4,2,1,2,1,"We hypothesised that cognitive function would improve in moderate-load intensity (i.e., high session intensity) and high-load intensity (moderate session intensity) resistance training groups when compared to a non-exercising control group","we report participants undertaking a resistance training intervention demonstrated greater improvements in delayed verbal memory (regardless of specific resistance training condition), compared with the control group.",1,1,1, ACTRN12616000690459.,1,2,2,1,1,1,1,1,,1,45,1
1,3/3/21 9:16,R_3P5o4jis6ViHJye,anonymous,EN,5,3,Nealon,10.1016/j.jsams.2019.05.020,MRI findings are associated with time to return to play in first class cricket fast bowlers with side strain in Australia and England,7,2,2,,,,,1,2,2,,1,2,2,2,1,1,1,1,,1,57,2
1,3/3/21 9:23,R_2zCSITQFwnasEDM,anonymous,EN,5,3,Fox,10.1016/j.jsams.2019.06.012,Validity of the Polar Team Pro Sensor for measuring speed and distance indoors,9,2,2,,,,,1,2,2,,2,,2,1,1,1,1,3,4,1,26,1
1,3/4/21 7:38,R_3dQ9yLfrxn6VoBe,anonymous,EN,7,3,Marston,10.1016/j.jsams.2019.06.013,Resistance training enhances delayed memory in healthy middle-aged and older adults: A randomised controlled trial,4,2,1,2,1,"We hypothesised that cognitive function would improve inmoderate-load intensity (i.e., high session intensity) and high-loadintensity (moderate session intensity) resistance training groupswhen compared to a non-exercising control group.","Here, wereport participants undertaking a resistance training interventiondemonstrated greater improvements in delayed verbal memory(regardless of specific resistance training condition), comparedwith the control group.",1,1,1,www.anzctr.org.au ACTRN12616000690459.,2,,2,1,1,1,1,1,,1,44,2
1,3/4/21 7:43,R_2yfJ3yF7t1iRsaq,anonymous,EN,7,3,Gardner,10.1016/j.jsams.2019.02.003,National Rugby League match scheduling and rate of concussion,4,2,2,,,,,2,2,2,,2,,2,2,1,1,1,1,,1,402,2
1,3/4/21 9:56,R_2SjpkZmanMx7XR6,anonymous,EN,5,3,Holliday,10.1016/j.jsams.2019.05.011,The effects of relative cycling intensity on saddle pressure indexes,5,2,1,1,2,It was hypothesised that the mean saddle pressure as well as the area of loading would increase with the increase in intensity.,"We observed a progressive increase of the loaded area with increas- ing intensity and this occurred in all three of the saddle zones. In addition, there was a decrease in mean total force with increas- ing intensity and an increase in CoP movement with increasing intensity. Mean pressure remained unchanged",2,2,2,,2,,2,2,1,1,1,3,3,1,17,2
1,3/4/21 10:14,R_3L8gRqE1N0geJXi,anonymous,EN,5,3,Kosik,10.1016/j.jsams.2019.05.005, Decreased dynamic balance and dorsiflexion range of motion in young and middle-aged adults with chronic ankle instability,5,2,1,1,2,We hypothesized middle-aged participants would have decreased dynamic postural control and DF-ROM compared to the younger-aged adults and participants with CAI will have decreased dynamic postural control compared to the coper and healthy- control groups.,We found participants with CAI had less DF-ROM and worse dynamic balance compared to the healthy- control group regardless of age........In this study we found middle-aged adults performed worse on all three directions of the SEBT relative to young adults. ,1,2,2,,2,,2,2,1,1,1,3,4,1,157,2
1,3/4/21 10:20,R_1kYVZ3JJATTugCe,anonymous,EN,5,3,Immler,10.1016/j.jsams.2019.01.015, Individual flexion stiffness of ski boots,5,2,2,,,,,1,2,2,,2,,2,2,1,1,1,3,4,1,156,2
1,3/4/21 15:07,R_1Y5cTtGG7iT6C4x,anonymous,EN,11,3,Csapo,10.1016/j.jsams.2018.06.014,"Fitness, knee function and competition performance in professionalalpine skiers after ACL injury",9,2,2,,,,,1,2,2,,2,,2,2,1,1,1,3,4,1,46,2
1,3/4/21 15:18,R_1mIXYxBZxT0IYP2,anonymous,EN,11,3,Fox,10.1016/j.jsams.2019.06.012,Validity of the Polar Team Pro Sensor for measuring speed and distance indoors,10,2,2,,,,,1,2,2,,2,,2,2,1,1,1,3,4,1,26,1
1,3/5/21 4:01,R_78OdpOf9w3N2GDT,anonymous,EN,7,3,Telford,10.1016/j.jsams.2019.07.013,Drivers of adolescent adiposity: Evidence from the Australian LOOK study,2,2,2,,,,,2,2,2,,2,,2,2,1,1,1,3,2,1,825,2
1,3/5/21 15:01,R_su79om6ZpTP0LQd,anonymous,EN,2,1,Zagatto,10.1080/17461391.2018.1546338,3-min all-out effort on cycle ergometer is valid to estimate the anaerobic capacity by measurement of blood lactate and excess post-exercise oxygen consumption,2,2,2,,,,,1,2,2,,2,,2,2,1,1,1,1,,1,11,2
1,3/5/21 15:33,R_1esKJZJ3yVybdOi,anonymous,EN,2,1,Douzi,10.1080/17461391.2018.1551937,3-min whole body cryotherapy/cryostimulation after training in the evening improves sleep quality in physically active men,2,2,1,1,1,We assumed that a single exposure to whole body cryotherapy improves sleep quality after evening training and stimulates the reactivation of parasympathetic nervous activity. To verify this hypothesis.....,"The main findings was that a single session of whole- body cryotherapy (3-min at−40°C; windspeed at 2.3 m s−1) in the evening improves the subjective and objective sleep quality, enhances thereactivation of parasympathetic activity and reduces the perceived pain 24 h after a standardized exercise regimen in physically active men",1,2,2,,2,,2,1,1,1,1,2,2,1,22,1
1,3/5/21 19:11,R_ZDHFv36n7WmYU4p,anonymous,EN,2,1,Dalen,10.1080/17461391.2019.1566403,Accelerations–a new approach to quantify physical performance decline in male elite soccer?,9,2,2,,,,,1,2,2,,2,,2,2,1,1,1,2,2,1,212,2
1,3/5/21 19:32,R_3F4zZxW9vhx04oY,anonymous,EN,2,1,Ribeiro,10.1080/17461391.2018.1500643,Acute effects of aerobic exercise performed with different volumes on strength performance and neuromuscular parameters,2,2,1,1,2,We hypothesized that a high volume aerobic exercise will result in greater acute interference on maximum strength and strength-endurance performance as well as impairment in central drive,"Partially contradicting our hypothesis, central drive(i.e. VA and RMS reductions) declined similarly after all aerobic exercises and remained reduced after the strength tests.",2,2,2,,2,,2,2,1,1,1,2,4,1,21,2
1,3/6/21 1:12,R_2xFx3xZjcV4UYkE,anonymous,EN,11,3,Toohey,10.1016/j.jsams.2019.06.002,Epidemiology of elite sprint kayak injuries: A 3-year prospective study,7,2,2,,,,,2,2,2,,2,,2,2,1,1,1,1,,1,63,2
1,3/6/21 1:25,R_2Bg6grXQ4VmcoTJ,anonymous,EN,11,3,Oliver,10.1016/j.jsams.2019.06.001,Functional differences in softball pitchers with and without upper extremity pain,9,2,1,1,2,It was hypothesized that pitchers classified withupper extremity pain would display significantly lower ball speedsas well as decreased throwing side shoulder and bilateral hip rota-tional ROM and ISO than those pitchers classified as pain free.,"Though there were no signif-icant differences in ball speed between the two groups, there weredifferences in ROM and ISO. The pain group displayed decreasedROM and ISO of the throwing side hip as well as glove side hipER ISO.",1,2,2,,2,,2,2,1,1,1,1,,1,53,2
1,3/7/21 8:33,R_2ExUhzNyw0o2Hq5,anonymous,EN,4,2,Saedmocheshi,10.1249/MSS.0000000000002054,Aerobic Training and Green Tea Extract Protect against N-methyl-N-nitrosourea–induced Prostate Cancer,1,2,2,,,,,2,2,2,,2,,1,1,1,1,1,1,,1,60,2
1,3/7/21 14:31,R_239IpNlYbB1Rizi,anonymous,EN,11,3,Chambers,10.1016/j.jsams.2019.01.001,Automatic detection of one-on-one tackles and ruck events using microtechnology in rugby union,5,2,1,1,1,"It was hypothesised that using the accelerometer,magnetometer and gyroscope data provided, an algorithm couldbe developed to automate detection of tackles and rucks in rugbyunion.",Results demonstrate thatruck and tackle events can be correctly detected when applyinga specifically-designed algorithm to microtechnology data dur-ing international match-play.,2,2,2,,2,,2,2,2,,,,,1,12,2
1,3/7/21 14:51,R_DGEiKbe25FClMwp,anonymous,EN,11,3,Dickson,10.1016/j.jsams.2018.08.013,The King–Devick test is not sensitive to self-reported history ofconcussion but is affected by English language skill,10,2,2,,,,,1,2,2,,2,,2,2,1,1,1,1,,1,75,2
1,3/7/21 15:06,R_1daaTc7YgUj3F03,anonymous,EN,11,3,Jaakkola,10.1016/j.jsams.2019.06.018,"Longitudinal associations among cardiorespiratory and muscular fitness, motor competence and objectively measured physical activity",2,,2,,,,,1,2,2,,2,,2,2,1,1,1,3,4,1,491,2
1,3/7/21 15:18,R_1P14rUSp0bsc4RM,anonymous,EN,11,3,Gamage,10.1016/j.jsams.2018.11.025,"Match injuries in Sri Lankan junior cricket: A prospective, longitudinal study",7,2,2,,,,,2,2,2,,2,,2,2,2,,,,,1,573,2
1,3/7/21 15:40,R_D0i60ozHZaDt8OJ,anonymous,EN,11,3,Petrone,10.1016/j.jsams.2019.05.015,"Feasibility of using a novel instrumented human head surrogateto measure helmet, head and brain kinematics and intracranial pressureduring multidirectional impact tests",10,2,2,,,,,2,2,2,,2,,2,2,2,,,,,1,1,2
1,3/7/21 16:06,R_Q6ZI6LryEF3rIY1,anonymous,EN,11,3,Porter,10.1016/j.jsams.2019.07.001,The effects of hyperoxia on repeated sprint cycling performance &muscle fatigue,2,2,1,2,1,It was hypothesised that repeated sprint cycle performancewould decrease to a larger degree in the normoxia condition com-pared with the hyperoxia condition.,"Though peak cycling power wasnot different between conditions, average power was higher in thehyperoxia trials, by around 4%, indicating that a higher work outputcould be maintained in the presence of extra oxygen.",1,2,2,,2,,2,2,1,1,1,3,4,1,14,2
1,3/8/21 9:09,R_2s6CT0ohQmaQRvJ,anonymous,EN,5,3,Lulinska-Kuklik,10.1016/j.jsams.2019.01.014,"Are MMP3, MMP8 and TIMP2 gene variants associated with anterior cruciate ligament rupture susceptibility?",1,2,2,,,,,1,2,2,,2,,2,2,1,1,1,1,,1,421,1
